language,x1,x2,x3,x4,x5,x6,x7,x8
khmu1256,p,-,a,a,a,t,-,-
cent1989,k,-,a,-,-,t,-,-
semn1250,g,-,3,-,-,d,-,-
semn1250,g,-,3,-,-,t,-,-
lano1248,g,-,3,-,-,t,-,-
temi1246,g,-,3,-,-,t,-,-
temi1246,g,-,3,-,-,d,-,-
sema1266,k,-,o,-,-,h,-,-
sema1266,k,-,o,-,-,h,-,-
jahh1242,k,-,E,-,-,T,-,-
minr1238,k,-,E,-,-,T,-,-
minr1238,g,-,e,-,-,t,-,-
bate1262,g,-,3,-,-,t,-,-
bate1262,g,-,3,-,-,t,-,-
bate1262,t,-,u,-,-,t,o,h
bate1262,k,-,E,-,-,T,-,-
bate1262,g,-,i,-,-,t,-,-
jeha1242,g,-,e,-,-,t,-,-
jeha1242,g,-,e,-,-,t,-,-
kens1248,g,-,e,-,-,t,-,-
kens1248,T,-,a,-,-,h,-,-
kint1239,g,-,e,-,-,t,-,-
tong1308,T,-,a,-,-,h,-,-
tong1308,X,-,o,-,-,s,-,-
tong1308,T,-,a,-,-,h,-,-
chew1245,k,-,a,-,-,T,-,-
sema1265,t,-,3,-,-,p,-,-
sema1265,k,-,o,-,-,T,-,-
seme1247,t,k,3,-,-,l,-,-
besi1244,t,-,3,-,-,T,-,-
