language,x1,x2,x3,x4,x5,x6,x7,x8
khmu1256,-,k,t,a,-,-,a,m
cent1989,t,h,-,3,N,u,a,n
semn1250,-,7,-,-,5,-,e,h
semn1250,-,7,-,-,5,-,e,h
lano1248,-,7,-,-,5,-,e,h
temi1246,-,7,-,-,5,-,u,h
temi1246,-,7,-,3,5,-,u,h
sema1266,-,-,-,-,5,-,3,h
sema1266,-,-,-,-,5,-,3,h
jahh1242,-,h,-,-,l,-,3,k
minr1238,-,h,-,-,5,y,u,t
minr1238,-,h,-,-,5,y,u,t
bate1262,-,7,-,-,5,T,a,h
bate1262,-,h,-,-,5,y,u,t
bate1262,-,7,-,-,5,T,a,h
bate1262,-,7,-,-,5,T,a,h
jeha1242,-,h,-,-,5,y,u,t
jeha1242,-,h,-,-,5,y,u,t
kens1248,-,7,-,-,E,w,a,h
kens1248,-,7,-,-,E,w,a,h
kint1239,-,7,-,-,E,w,a,h
tong1308,-,h,-,a,5,-,u,t
tong1308,-,b,-,-,l,y,u,t
chew1245,-,h,-,-,5,-,u,t
sema1265,-,k,-,-,-,y,3,h
sema1265,-,7,-,-,5,y,o,t
seme1247,-,k,-,-,-,y,3,h
besi1244,-,-,-,-,5,y,3,h
