language,x1,x2,x3,x4,x5,x6,x7
suri1265,-,-,-,b,-,i,t
cent1989,-,-,-,T,-,e,t
khmu1256,-,-,-,l,e,e,s
monn1253,k,-,-,r,-,o,p
semn1250,t,-,-,d,-,a,y
semn1250,t,-,-,d,-,a,y
lano1248,p,l,n,d,-,o,h
temi1246,t,-,i,l,-,o,7
temi1246,7,-,3,5,-,o,n
sema1266,-,-,-,r,-,3,7
sema1266,-,-,-,5,-,o,n
jahh1242,5,-,-,T,-,E,m
minr1238,p,-,-,d,-,3,h
minr1238,p,-,-,d,-,3,h
bate1262,p,-,3,d,-,3,h
bate1262,p,-,3,d,-,3,h
bate1262,p,-,-,d,-,E,h
bate1262,p,-,-,d,-,3,h
jeha1242,p,n,h,d,-,3,h
jeha1242,p,-,-,d,-,3,h
kens1248,t,-,-,d,-,E,h
kens1248,t,-,-,d,-,E,h
tong1308,t,-,E,d,-,E,h
tong1308,t,-,-,d,-,E,h
chew1245,-,-,-,d,w,a,h
sema1265,k,-,-,l,-,E,7
sema1265,k,-,-,l,-,o,7
seme1247,d,-,-,d,-,E,s
besi1244,m,-,-,-,-,i,N
