language,x1,x2,x3,x4,x5,x6,x7
suri1265,p,-,3,7,-,o,n
cent1989,p,-,3,7,o,o,n
khmu1256,h,-,E,m,-,-,-
monn1253,t,-,E,7,-,-,-
semn1250,p,-,3,7,-,-,-
temi1246,p,-,3,7,-,-,-
temi1246,p,-,3,7,-,-,-
sema1266,m,n,a,N,-,-,-
sema1266,m,n,a,N,-,-,-
minr1238,b,-,E,r,-,-,-
minr1238,b,-,E,r,-,-,-
bate1262,b,-,E,L,-,-,-
bate1262,b,-,E,r,-,-,-
bate1262,b,-,E,r,-,-,-
jeha1242,b,-,E,r,-,-,-
jeha1242,b,-,E,r,-,-,-
kens1248,b,-,E,-,-,-,-
kens1248,b,-,E,h,-,-,-
kint1239,b,-,E,-,-,-,-
tong1308,b,-,E,-,-,-,-
tong1308,b,-,E,-,-,-,-
tong1308,b,-,E,-,-,-,-
