language,x1,x2,x3,x4,x5,x6,x7,x8
khmu1256,-,-,-,h,a,-,a,m
cent1989,-,-,-,s,3,d,a,m
semn1250,-,-,-,t,-,-,3,p
semn1250,-,-,-,t,-,-,3,p
lano1248,-,-,-,t,-,-,3,p
temi1246,-,-,-,t,-,-,3,p
temi1246,-,-,-,t,-,-,3,p
sema1266,k,N,-,t,-,-,o,p
sema1266,-,-,-,t,-,-,o,p
minr1238,-,-,-,t,-,-,e,m
minr1238,-,-,-,t,-,-,e,m
bate1262,-,-,-,t,-,-,e,m
jeha1242,-,-,-,t,-,-,e,m
jeha1242,-,-,-,t,-,-,e,m
kens1248,-,-,-,t,-,-,e,m
kens1248,-,-,-,t,-,-,e,m
kint1239,-,-,-,t,-,-,e,m
tong1308,-,-,-,t,-,-,E,m
tong1308,-,-,-,t,-,-,e,m
tong1308,-,-,-,t,-,-,e,m
chew1245,-,-,-,t,-,-,3,m
seme1247,-,s,a,t,-,-,o,m
