language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
khmu1256,p,-,-,7,-,-,-,o,-,-,-
cent1989,p,u,o,7,-,n,e,a,7,-,-
semn1250,y,-,-,-,-,-,-,u,h,-,-
temi1246,5,-,-,-,-,-,-,o,b,-,-
temi1246,5,-,-,-,-,-,-,o,b,-,-
sema1266,N,-,-,-,-,-,k,e,7,-,-
jahh1242,y,-,-,-,-,-,-,o,n,-,-
minr1238,y,-,-,-,-,m,p,a,y,-,-
minr1238,g,-,-,-,-,-,-,3,n,-,-
bate1262,g,3,-,-,-,n,-,-,-,-,-
bate1262,y,3,-,-,-,m,p,a,h,-,-
bate1262,g,3,n,7,a,m,-,a,l,-,-
bate1262,y,-,-,-,-,m,p,a,h,-,-
jeha1242,g,i,-,-,-,n,-,-,-,-,-
jeha1242,g,i,-,-,-,n,-,-,-,-,-
tong1308,-,-,-,-,-,m,-,o,h,-,-
chew1245,y,i,-,-,-,n,-,-,-,-,-
seme1247,y,-,-,-,-,-,-,e,7,e,n
