language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
tupa1250,-,-,-,-,-,-,-,-,-,k,-,i,-,r,-,e
wayo1238,-,-,-,-,a,-,o,-,-,t,-,e,-,n,-,a
akun1241,-,-,-,-,a,-,o,-,-,t,S,e,-,-,-,-
saki1248,-,-,-,-,a,-,o,-,-,s,-,e,-,-,-,-
maku1278,-,-,k,-,i,-,-,-,-,t,-,e,-,7,-,-
para1311,-,-,-,-,a,v,a,-,-,-,-,-,-,-,-,-
urub1250,-,-,-,-,a,w,a,-,-,-,-,-,-,-,-,-
tapi1254,-,-,-,-,a,w,a,-,-,-,-,-,-,-,-,-
awet1244,-,-,m,-,o,7,a,-,-,t,-,-,-,-,-,-
sate1243,-,-,-,-,-,m,i,-,-,t,-,-,-,-,-,-
karo1305,-,-,-,-,-,-,-,-,-,-,-,i,7,t,-,3
puru1264,-,-,-,-,-,-,-,-,-,d,-,e,-,d,-,e
arua1261,-,-,-,-,-,p,a,-,-,d,-,e,-,r,-,e
gavi1246,-,-,-,-,-,p,a,-,-,d,-,e,-,r,e,e
suru1262,-,-,-,-,-,p,a,i,i,t,-,e,-,r,-,-
kari1311,-,-,-,-,-,p,3,-,-,-,-,e,-,s,-,o
juru1256,d,u,b,i,a,-,a,-,-,-,-,-,-,-,-,-
