language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupa1250,-,-,-,a,k,a,-,-,n,7,a,-
wayo1238,-,-,-,a,k,a,-,-,-,r,a,-
akun1241,-,-,-,a,k,-,-,-,-,-,a,-
saki1248,-,-,o,a,k,-,-,-,-,-,o,-
maku1278,-,t,S,e,b,a,-,-,-,-,o,-
mund1330,-,-,-,-,d,a,-,-,o,-,o,-
mund1330,-,-,-,-,t,a,-,-,o,-,o,-
para1311,-,-,-,-,k,a,-,-,N,w,e,-
urub1250,-,-,-,-,k,a,-,-,N,w,e,r
tapi1254,-,-,-,-,k,3,-,-,N,-,-,-
awet1244,-,-,-,-,k,a,-,-,N,-,-,-
sate1243,-,-,-,i,k,a,-,-,N,-,-,-
karo1305,i,T,-,i,g,a,-,-,-,-,-,-
puru1264,-,m,-,u,r,u,-,-,p,-,-,-
arua1261,-,-,-,-,k,a,-,a,l,-,i,-
arua1261,-,-,-,-,k,a,a,a,l,-,i,-
gavi1246,-,-,-,-,k,a,-,a,l,-,i,-
suru1262,-,-,-,-,k,a,a,a,r,-,-,-
kari1311,-,-,-,-,7,e,-,-,p,-,-,-
juru1256,-,p,-,a,k,3,-,-,-,-,-,-
