language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
tupa1250,-,-,-,-,h,-,a,p,7,-,-,-,-,-,-,-,-,-,e,-
wayo1238,-,-,-,-,t,-,a,-,r,-,-,-,-,-,-,-,-,-,o,t
akun1241,-,t,-,-,S,-,a,-,r,-,-,-,-,-,-,-,-,-,u,-
saki1248,-,i,-,-,s,-,a,-,r,-,-,-,-,-,-,-,-,-,o,-
maku1278,-,-,-,-,p,-,a,-,r,-,-,-,-,-,-,-,-,-,a,y
mund1330,-,-,-,-,p,-,e,-,k,-,-,-,-,-,-,-,-,-,-,-
para1311,-,-,-,-,s,-,a,3,y,-,-,-,-,-,-,-,-,-,u,-
urub1250,-,i,-,-,t,-,a,-,w,-,-,-,-,-,-,-,-,-,a,-
awet1244,-,-,-,-,t,-,u,-,p,-,-,-,-,-,-,-,-,-,-,-
sate1243,-,i,k,a,7,-,a,-,-,-,-,-,-,-,-,-,-,-,3,-
karo1305,-,-,-,-,-,-,-,-,T,-,-,i,o,p,t,-,-,-,e,m
puru1264,-,-,-,-,-,-,a,-,y,-,-,-,a,b,-,-,-,-,a,k
arua1261,-,-,-,-,-,e,e,-,r,-,-,e,e,-,-,-,-,-,e,-
gavi1246,-,-,-,-,k,e,e,-,r,-,-,e,e,-,7,a,a,a,a,p
kari1311,p,o,-,-,k,-,o,-,r,-,-,-,-,-,-,-,-,-,3,t
juru1256,-,-,-,-,-,-,-,-,y,u,p,i,i,p,-,-,-,-,i,-
