language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
tupa1250,-,-,p,-,-,-,a,-,-,t,-,a,-,k,-
akun1241,-,-,-,-,-,-,e,-,-,7,-,o,-,-,-
saki1248,-,-,-,-,-,-,e,-,-,-,-,3,-,t,-
maku1278,-,-,-,-,-,-,a,h,u,n,h,3,-,7,a
maku1278,-,-,-,-,-,-,-,-,-,5,e,3,-,p,e
kuru1309,-,-,-,-,-,-,-,-,-,7,-,3,-,k,-
mund1330,-,-,-,-,-,-,-,-,-,m,-,a,i,n,-
mund1330,-,-,-,-,-,-,-,-,-,7,-,3,-,k,-
para1311,-,-,-,-,t,-,3,-,-,-,-,e,-,-,-
urub1250,-,-,n,-,d,-,3,-,-,w,-,a,-,-,-
pari1258,-,-,-,-,-,-,e,-,-,v,-,e,-,g,-
tapi1254,-,-,-,-,-,-,e,-,-,w,-,e,-,k,-
awet1244,-,-,p,o,l,-,a,-,-,w,-,-,-,-,-
karo1305,-,-,-,-,-,-,i,-,-,k,-,u,-,n,-
puru1264,-,-,S,u,r,u,a,-,-,k,-,a,-,-,-
gavi1246,-,-,p,-,-,i,i,-,-,-,-,a,-,p,-
zoro1244,-,-,k,o,l,i,i,-,-,a,-,a,-,-,-
arua1261,-,-,p,-,-,-,i,-,-,7,-,a,-,p,-
sala1273,-,-,p,-,-,-,a,k,-,7,-,i,-,k,-
suru1262,a,a,g,a,-,-,a,-,-,-,-,a,-,-,-
suru1262,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-
kari1311,-,-,-,-,-,-,-,-,-,k,-,o,-,5,-
juru1256,-,-,w,-,-,-,a,-,-,z,a,a,-,-,-
xipa1240,-,-,w,-,-,-,a,-,-,z,-,a,-,-,-
