language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
tupa1250,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,t,-,-,k,-,i,a,-
saki1248,-,-,-,-,-,-,-,-,-,-,-,-,e,k,3,e,-,t,-,-,k,-,i,a,-
maku1278,o,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-,t,-,a,k,-,w,a,-
maku1278,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,t,-,e,r,-,-,a,-
kuru1309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,a,N,t,S,a,N
mund1330,-,-,-,-,-,-,w,-,-,-,-,-,3,-,-,-,-,r,-,3,r,-,-,3,N
para1311,-,-,-,-,a,g,w,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,a,-
urub1250,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,a,-
pari1258,-,-,-,-,-,-,p,-,-,-,-,-,3,-,m,o,n,d,-,-,-,-,-,o,-
tapi1254,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,a,-
awet1244,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-,-,-,-,-,o,-
sate1243,u,h,-,-,e,-,w,-,-,-,-,-,3,-,-,-,-,r,-,-,-,-,-,3,k
karo1305,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-
puru1264,-,-,-,-,-,-,S,-,-,-,-,-,a,p,-,-,-,S,-,-,-,-,-,a,m
gavi1246,-,-,-,-,-,-,b,e,e,-,-,r,e,-,-,-,-,t,-,a,-,-,-,a,-
zoro1244,-,-,-,-,-,-,b,-,e,-,-,t,-,-,-,-,-,t,-,a,-,-,-,a,-
arua1261,-,-,-,-,-,-,b,-,e,-,-,r,e,-,-,-,-,t,-,a,-,-,-,a,-
sala1273,-,-,-,-,-,-,b,-,e,e,e,r,-,-,-,-,-,-,-,-,-,-,-,e,-
suru1262,-,-,-,-,-,-,b,-,e,e,-,-,e,-,-,-,-,r,-,-,-,-,-,a,-
kari1311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,r,-,-,a,k
juru1256,i,p,i,d,e,-,p,-,-,-,-,-,i,-,-,-,-,d,-,e,-,-,-,a,-
xipa1240,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,e,-,-,-,u,-
