language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tupa1250,-,-,t,-,o,-,-,-,a,-,-,-,-
wayo1238,-,-,t,-,o,-,-,-,a,-,-,-,-
akun1241,i,-,t,S,o,-,-,-,p,-,-,-,-
saki1248,i,-,s,-,o,-,-,-,a,-,-,-,-
maku1278,-,-,t,-,o,-,-,-,a,-,-,-,-
kuru1309,-,-,d,-,o,-,-,-,-,-,-,-,-
mund1330,-,-,t,S,o,-,-,-,-,-,-,-,-
para1311,-,-,-,-,a,h,e,S,a,-,-,-,-
urub1250,-,-,-,-,u,-,-,s,a,k,-,-,-
pari1258,-,-,-,-,e,p,i,-,a,g,-,-,-
tapi1254,-,-,-,-,i,t,-,y,a,k,-,-,-
awet1244,-,-,t,-,u,-,-,-,p,-,-,-,-
sate1243,a,-,r,-,a,7,-,-,a,k,a,s,a
karo1305,-,-,t,-,o,-,y,-,-,-,-,-,-
puru1264,-,-,d,-,o,-,p,-,a,-,-,-,-
gavi1246,i,i,k,-,i,n,i,-,i,-,-,-,-
gavi1246,a,a,k,-,i,n,i,-,i,-,-,-,-
zoro1244,i,i,k,-,i,n,i,-,i,-,-,-,-
arua1261,i,i,k,-,i,n,i,-,-,-,-,-,-
sala1273,i,i,k,-,i,n,i,-,-,-,-,-,-
suru1262,i,i,k,-,i,n,-,-,-,-,-,-,-
kari1311,-,-,s,-,o,-,7,-,o,t,-,-,-
juru1256,-,-,z,-,a,-,-,-,a,k,u,-,u
xipa1240,-,-,z,-,-,-,-,-,a,k,-,-,u
