language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
tupa1250,-,w,a,-,r,-,o,-,-,-,w,-,-,a,r,o,-,-,-
wayo1238,-,b,a,-,-,-,-,-,-,-,b,-,-,a,r,o,-,-,-
akun1241,-,-,-,-,-,-,-,-,-,-,b,-,-,u,r,u,t,e,-
saki1248,-,p,a,-,r,-,o,-,-,-,b,-,-,a,r,o,-,-,-
maku1278,-,w,a,-,r,-,o,-,-,-,w,-,-,a,r,o,-,-,-
mund1330,-,k,a,-,s,-,o,-,-,-,p,t,-,a,-,a,-,-,-
para1311,m,b,-,-,-,-,3,-,-,-,y,-,-,-,-,a,-,-,-
urub1250,-,y,a,-,h,-,3,-,-,-,r,-,-,a,t,a,-,-,-
tapi1254,t,y,a,-,-,-,3,-,-,-,t,-,-,a,t,a,h,i,-
awet1244,-,t,a,-,-,-,-,-,-,-,t,-,-,3,-,a,7,3,t
sate1243,-,w,a,i,k,-,i,-,-,-,r,-,-,-,-,u,-,-,-
karo1305,-,-,-,-,T,-,-,-,-,-,i,g,-,-,-,a,m,o,-
puru1264,-,-,-,-,t,-,u,-,-,t,u,k,-,u,y,i,p,-,-
arua1261,-,g,a,a,t,-,-,-,-,-,i,k,-,-,-,a,p,-,-
gavi1246,-,g,a,a,t,-,-,-,-,-,i,k,a,a,a,a,p,-,-
suru1262,-,-,-,-,t,S,o,-,-,-,y,k,a,a,-,a,p,-,-
kari1311,-,-,o,-,t,-,-,-,-,-,i,-,-,3,r,3,p,o,-
juru1256,-,-,a,-,n,-,a,a,i,i,b,-,-,3,-,a,-,-,-
