language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
tupa1250,-,-,s,-,-,i,-,-,t,-,o
wayo1238,-,o,b,-,-,i,-,-,-,-,-
wayo1238,-,m,b,-,-,i,-,-,-,-,-
akun1241,-,o,p,-,-,i,-,-,-,-,-
saki1248,-,o,p,-,-,i,-,-,t,s,o
maku1278,-,m,b,-,-,i,-,-,-,-,-
mund1330,-,-,-,-,-,i,-,-,-,-,-
para1311,-,-,p,-,-,3,-,-,-,-,-
urub1250,-,i,p,-,-,3,-,-,-,-,-
tapi1254,-,-,m,-,-,3,-,-,-,-,-
awet1244,a,i,p,-,-,3,-,-,-,-,-
karo1305,-,i,p,i,b,e,-,-,7,-,-
puru1264,S,i,-,-,b,e,-,-,-,-,-
arua1261,-,-,p,i,-,i,-,-,-,-,-
arua1261,-,-,b,i,-,i,-,-,-,-,-
gavi1246,-,-,p,i,-,i,-,-,-,-,-
gavi1246,-,-,b,i,-,i,-,-,-,-,-
suru1262,-,-,p,i,-,i,-,-,p,-,e
suru1262,-,-,m,i,-,i,-,-,p,-,e
kari1311,-,-,p,-,-,i,-,-,-,-,-
juru1256,-,-,b,-,-,3,d,a,h,a,a
juru1256,-,-,b,-,-,3,d,a,h,-,a
