language,x1,x2,x3,x4,x5,x6,x7,x8
tupa1250,-,-,-,o,-,-,n,-
wayo1238,-,-,-,o,-,-,n,-
akun1241,-,-,-,o,-,-,n,-
saki1248,-,-,-,o,-,-,n,-
maku1278,-,-,-,o,-,-,n,-
kuru1309,-,-,-,o,-,-,n,-
mund1330,-,-,-,o,-,-,n,-
para1311,-,-,S,e,-,-,-,-
urub1250,i,-,h,e,-,-,-,-
pari1258,-,-,y,i,-,-,-,-
tapi1254,-,-,i,e,-,-,-,-
awet1244,i,-,t,o,-,-,-,-
sate1243,u,y,t,o,-,-,-,-
karo1305,-,-,7,o,-,-,n,-
puru1264,-,-,7,o,-,-,n,-
gavi1246,-,-,-,o,o,-,t,-
zoro1244,-,-,-,o,o,-,t,-
arua1261,-,-,-,o,o,-,t,-
sala1273,-,-,-,o,o,-,t,-
suru1262,-,-,-,o,o,e,n,-
kari1311,-,-,-,i,-,-,n,-
juru1256,-,-,-,u,-,-,n,a
xipa1240,-,-,-,u,-,-,n,a
