language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
tupa1250,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
wayo1238,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
akun1241,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
saki1248,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
maku1278,-,-,-,a,-,w,a,r,e,-,-,-,-,-,-,-,-,-,-,-
maku1278,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
mund1330,-,-,-,a,-,-,-,-,-,k,i,i,r,i,t,S,e,e,-,-
para1311,-,-,y,a,g,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-
urub1250,-,-,y,a,-,w,-,-,a,r,-,-,-,-,-,-,-,-,-,-
awet1244,t,u,w,a,-,w,-,-,a,t,-,-,-,-,-,-,-,u,-,-
karo1305,-,-,w,a,-,-,-,-,-,w,-,-,-,-,-,-,w,a,w,-
puru1264,-,-,-,a,-,m,-,-,e,k,-,-,-,-,-,-,-,o,-,-
arua1261,-,-,-,n,-,-,-,-,e,k,-,-,-,-,-,-,-,o,-,o
gavi1246,-,-,-,a,-,-,-,-,a,w,-,-,-,-,-,-,-,3,l,3
suru1262,-,-,-,a,-,-,-,-,a,w,-,-,-,-,-,-,-,3,r,3
kari1311,-,-,-,o,-,m,-,b,a,k,-,-,-,-,-,-,-,3,-,-
juru1256,-,-,-,a,-,p,-,-,i,-,-,-,-,-,-,-,-,i,-,-
