language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupa1250,k,-,3,p,k,3,-,p,-,7,i,-
wayo1238,k,-,3,y,-,u,-,p,-,-,e,-
akun1241,k,-,3,-,-,-,-,b,i,t,a,-
saki1248,k,-,3,p,k,i,-,b,i,s,a,-
maku1278,-,-,e,m,-,-,-,b,i,-,a,7
maku1278,s,-,a,-,-,-,-,p,-,-,o,-
maku1278,h,-,a,-,-,-,-,p,-,-,o,-
mund1330,n,-,a,-,-,-,-,b,3,-,3,-
mund1330,t,-,a,-,-,-,-,b,3,-,3,-
para1311,t,-,a,-,-,-,-,p,-,-,o,-
urub1250,h,-,a,-,-,-,-,p,-,-,o,-
awet1244,-,-,a,-,-,-,-,p,-,-,o,-
karo1305,-,-,a,-,T,i,-,b,-,-,e,-
arua1261,p,a,a,-,k,-,-,7,-,-,a,-
gavi1246,p,a,a,-,g,a,-,a,-,-,a,-
suru1262,t,a,a,-,k,-,-,-,-,-,o,n
kari1311,k,-,i,-,5,i,m,b,-,-,3,-
