language,x1,x2,x3,x4,x5,x6,x7,x8
tupa1250,-,a,p,-,-,-,o,-
wayo1238,-,a,p,o,k,w,a,t
saki1248,-,a,r,o,-,b,e,p
maku1278,-,a,l,i,-,k,o,p
kuru1309,-,a,b,-,-,-,3,-
mund1330,a,a,b,-,-,-,3,-
mund1330,-,a,b,3,-,-,3,-
para1311,m,a,v,-,-,-,a,-
urub1250,-,a,w,-,-,-,a,-
pari1258,m,a,7,-,-,N,a,-
tapi1254,-,a,w,-,-,-,a,-
awet1244,k,o,y,3,-,k,a,-
sate1243,-,u,w,-,-,-,e,i
karo1305,n,-,-,-,-,-,a,n
karo1305,m,o,r,-,-,-,a,-
gavi1246,m,e,-,-,-,-,e,-
zoro1244,m,e,-,-,-,-,e,-
arua1261,m,e,-,-,-,-,e,-
juru1256,m,a,-,-,-,-,a,-
xipa1240,m,a,-,-,-,-,-,-
