language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
tupa1250,-,-,-,p,-,-,-,-,o,-,a,-,t,-,-,-,-
wayo1238,-,-,-,p,-,-,-,-,-,-,a,-,r,-,-,e,-
akun1241,-,-,t,S,-,-,-,-,-,-,a,-,m,-,-,i,-
saki1248,-,-,-,s,-,-,-,-,-,-,a,-,m,-,-,e,-
maku1278,-,-,-,p,-,-,-,-,o,-,a,-,t,-,-,-,-
mund1330,S,i,i,p,-,-,-,-,-,-,a,-,t,-,-,-,-
para1311,-,-,-,p,-,-,-,-,o,r,a,-,-,-,-,-,-
urub1250,-,-,-,k,-,-,-,-,-,-,a,-,t,-,-,u,-
tapi1254,-,-,-,k,-,-,-,-,-,-,a,-,t,-,-,o,-
awet1244,-,-,-,k,-,-,-,-,-,-,a,-,t,-,-,u,-
sate1243,-,-,i,w,-,-,-,-,-,-,a,-,k,-,-,u,-
karo1305,-,-,-,p,-,-,-,-,a,-,a,t,t,-,-,e,m
puru1264,k,a,-,p,-,-,-,-,i,-,-,-,S,-,-,e,-
arua1261,-,-,-,p,-,-,-,-,-,-,a,-,l,-,i,i,-
gavi1246,-,-,-,p,a,r,a,a,a,-,a,-,t,-,-,-,-
suru1262,-,-,-,-,-,-,-,-,-,-,a,-,t,e,e,e,-
kari1311,s,-,e,7,-,-,-,-,-,-,a,-,-,-,-,-,-
juru1256,-,-,-,w,-,-,-,-,-,-,a,-,b,-,i,i,-
