language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
tupa1250,-,-,-,a,k,-,-,-,o,p,-,-,-
wayo1238,-,-,-,a,k,-,-,-,o,p,-,-,-
akun1241,-,-,-,a,k,-,-,-,o,p,-,-,-
saki1248,-,-,-,a,k,-,-,-,o,p,-,-,-
maku1278,-,-,-,-,k,-,-,-,a,y,-,-,-
mund1330,-,-,d,a,S,-,-,i,i,p,-,-,-
mund1330,-,-,t,a,S,-,-,i,i,p,-,-,-
para1311,-,-,h,a,k,-,-,-,u,-,-,-,-
urub1250,-,-,h,a,k,-,-,-,u,-,-,-,-
tapi1254,-,-,-,a,k,-,-,-,o,p,-,-,-
awet1244,-,-,-,a,k,-,-,-,u,p,-,-,-
sate1243,-,-,h,a,k,-,-,-,u,p,-,-,-
karo1305,-,-,y,a,k,-,-,-,o,p,t,e,m
puru1264,d,3,b,a,-,-,-,-,-,-,-,-,-
arua1261,-,-,-,a,d,-,o,o,o,p,-,-,-
gavi1246,-,-,-,a,d,o,o,o,o,p,-,-,-
suru1262,-,-,-,a,d,-,o,o,o,p,-,-,-
kari1311,-,-,-,o,k,-,-,-,3,p,-,-,-
juru1256,-,-,-,a,k,-,u,-,u,h,-,u,u
