language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupa1250,-,-,-,-,y,-,-,-,3,-,-,-
wayo1238,-,-,3,-,g,-,-,-,3,-,-,-
saki1248,-,-,a,-,s,-,-,o,a,p,-,-
maku1278,-,-,-,-,7,-,-,-,3,-,-,-
mund1330,-,w,3,3,y,b,a,a,a,t,-,-
para1311,-,-,a,-,m,-,-,-,a,-,-,-
urub1250,-,-,a,-,m,-,-,-,a,n,-,-
tapi1254,-,-,a,-,m,-,-,-,3,n,-,-
awet1244,-,-,a,-,m,-,-,-,a,n,-,-
sate1243,i,7,a,-,m,-,-,-,a,n,-,-
karo1305,-,-,a,-,m,-,-,-,a,n,-,-
puru1264,-,-,a,-,m,-,-,-,a,n,-,-
arua1261,d,z,o,-,-,-,-,-,-,y,-,-
gavi1246,d,z,o,-,-,-,-,-,-,y,-,-
suru1262,-,L,o,-,-,-,-,-,-,y,-,-
kari1311,-,-,e,-,-,-,-,-,-,-,-,-
juru1256,-,-,a,-,m,-,a,-,a,n,a,a
