language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
tupa1250,-,k,-,i,-,-,-,t,-,-,w,a,-,-,-,t
wayo1238,-,t,S,i,-,-,-,r,-,-,-,e,-,-,-,-
akun1241,-,k,-,i,-,-,-,t,-,-,S,e,-,-,-,-
saki1248,-,k,-,i,-,-,-,-,-,-,s,e,y,a,-,t
maku1278,-,k,-,i,-,-,-,t,-,-,-,e,y,a,-,-
kuru1309,-,w,e,i,-,-,-,d,-,3,s,i,p,-,-,-
mund1330,-,w,3,y,-,-,-,d,Z,3,-,3,-,-,-,-
para1311,-,5,-,a,-,-,n,d,-,-,-,e,-,-,-,-
urub1250,-,y,-,a,-,-,n,d,-,-,-,e,-,-,-,-
pari1258,-,5,-,a,-,-,n,d,-,-,-,e,-,-,-,-
tapi1254,t,y,-,a,-,-,n,-,-,-,-,e,-,-,-,-
awet1244,-,k,-,a,-,-,-,y,-,-,-,a,-,-,-,-
sate1243,-,-,-,a,-,i,t,-,-,-,-,o,-,-,-,-
karo1305,-,-,-,i,-,-,7,t,-,-,-,3,-,3,-,-
puru1264,-,y,-,e,-,-,b,-,-,-,-,3,r,a,-,-
gavi1246,-,p,-,a,-,-,n,-,-,-,-,o,-,o,o,y
zoro1244,-,p,-,a,-,-,n,-,-,-,-,o,-,o,o,y
arua1261,-,p,-,a,-,-,n,-,-,-,-,o,-,o,o,y
suru1262,-,p,-,a,a,e,n,-,-,-,-,-,-,-,-,-
kari1311,-,-,-,3,-,-,y,t,-,-,S,a,-,-,-,-
juru1256,-,s,-,i,-,-,-,-,-,-,-,i,-,-,-,-
xipa1240,u,z,-,u,-,-,-,d,-,-,-,3,-,-,-,-
