language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
tupa1250,-,-,k,i,-,-,r,i,y,a,-,-
wayo1238,-,-,k,i,-,-,r,i,5,a,-,-
saki1248,-,-,p,o,-,-,-,-,-,a,p,e
maku1278,-,m,b,o,-,-,-,-,-,a,p,e
mund1330,-,-,n,3,-,-,-,-,-,-,-,-
para1311,-,-,p,3,-,-,-,-,-,a,p,e
urub1250,-,i,p,3,-,-,-,-,-,a,p,e
tapi1254,-,-,m,3,-,-,-,-,-,a,p,e
awet1244,-,-,p,-,-,-,-,-,-,-,w,a
sate1243,a,i,p,u,-,-,7,-,-,u,y,a
karo1305,-,i,T,-,-,-,-,-,-,i,y,o
puru1264,S,u,k,-,-,-,-,-,-,u,y,a
arua1261,-,-,T,a,-,a,k,-,o,o,y,-
gavi1246,-,-,k,o,-,o,-,-,o,o,y,-
suru1262,-,-,k,-,-,-,-,-,-,o,y,-
kari1311,-,-,p,3,s,o,k,-,-,o,-,-
juru1256,-,u,7,-,-,-,-,-,-,a,-,a
