language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
tupa1250,-,-,-,-,-,-,-,o,-,s,i,r,-,a,-,-,-,-
wayo1238,-,-,e,N,g,-,w,e,-,t,i,k,i,a,-,-,-,-
akun1241,k,-,e,-,r,-,-,e,p,n,-,-,-,a,-,-,-,-
saki1248,p,-,o,-,g,-,-,e,-,t,-,-,-,a,-,-,-,-
maku1278,-,-,-,-,-,-,p,i,-,t,-,-,S,e,-,-,-,-
kuru1309,t,S,a,N,-,-,-,-,-,7,-,-,-,i,-,-,-,-
mund1330,t,S,3,N,-,-,-,-,-,7,i,-,-,i,-,-,-,-
para1311,-,-,a,5,e,m,b,o,-,7,-,-,-,3,-,-,-,-
urub1250,-,-,-,-,-,-,p,u,-,7,-,-,-,a,m,-,-,-
pari1258,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,-,-,-
tapi1254,-,-,-,-,-,-,-,-,-,t,-,-,y,o,p,-,-,-
awet1244,-,-,-,-,-,-,-,o,-,7,-,-,-,a,p,e,y,u
sate1243,-,-,-,-,i,-,p,o,i,7,-,-,-,a,m,-,-,-
karo1305,-,-,-,-,-,-,y,a,-,t,-,-,-,-,-,-,-,-
puru1264,7,-,o,n,a,-,y,a,-,-,-,-,-,-,-,-,-,-
gavi1246,-,-,a,-,-,-,-,a,-,d,o,o,o,o,-,-,-,-
zoro1244,-,-,a,-,-,-,-,a,-,d,o,o,o,o,-,-,-,-
arua1261,-,-,-,-,-,-,-,a,-,d,o,-,o,o,-,-,-,-
sala1273,-,-,-,-,-,-,-,a,-,d,o,-,o,o,-,-,-,-
suru1262,-,-,-,-,-,-,-,a,-,n,o,-,o,o,-,-,-,-
kari1311,d,Z,3,-,g,-,-,-,-,N,-,-,-,a,-,-,-,-
juru1256,-,-,-,m,i,-,-,i,-,s,-,-,-,u,-,-,-,-
xipa1240,-,-,-,m,-,-,-,a,-,s,-,-,e,u,-,-,-,-
