language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
tupa1250,-,-,-,-,-,-,-,-,o,-,p,-,-,a,-,-,-,-
wayo1238,-,-,-,-,-,-,-,-,o,m,b,-,-,a,-,-,-,-
akun1241,-,-,-,-,-,-,-,-,-,-,m,-,i,a,-,-,-,-
saki1248,-,-,-,-,-,s,-,-,o,-,p,-,-,a,-,-,-,-
maku1278,-,-,-,-,-,p,-,-,o,N,g,-,-,a,-,-,-,-
mund1330,-,a,-,-,-,o,-,-,o,-,k,-,-,a,-,-,-,-
para1311,-,a,-,-,-,y,-,-,u,-,k,-,-,a,-,-,-,-
urub1250,-,-,-,-,-,y,-,-,u,-,k,-,-,a,-,-,-,-
tapi1254,h,a,p,i,t,y,-,-,i,-,-,-,-,-,-,-,-,-
awet1244,-,-,-,-,-,-,-,-,-,-,k,-,-,i,-,-,-,y
sate1243,-,a,-,-,t,i,7,a,u,-,k,-,-,a,-,-,-,-
karo1305,-,-,-,-,-,-,-,-,a,-,7,w,-,i,-,-,-,n
puru1264,-,-,-,-,-,-,-,-,-,-,-,b,i,i,-,-,-,-
arua1261,-,-,-,-,-,-,-,-,a,-,k,-,-,a,-,-,-,-
gavi1246,-,-,-,-,-,-,-,-,a,-,k,-,-,a,-,-,-,-
suru1262,-,-,-,-,-,-,-,-,a,-,k,-,-,a,-,-,-,-
kari1311,-,-,-,-,-,-,-,-,o,-,k,-,-,3,-,-,-,-
juru1256,-,-,-,-,-,-,-,-,a,-,b,-,-,a,a,k,u,u
