language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
tupa1250,-,a,n,-,e,-,-,a,-,-,-,-,-,-,-,-,-
wayo1238,-,-,n,d,o,-,-,a,-,-,-,-,-,-,-,-,-
saki1248,-,-,-,p,3,-,k,a,-,-,-,-,t,-,-,-,-
maku1278,-,-,-,p,-,-,-,3,-,-,-,-,t,-,-,-,-
kuru1309,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-
kuru1309,-,-,-,p,-,-,-,o,-,-,-,-,-,-,-,-,-
mund1330,-,-,-,p,-,-,-,o,-,-,-,-,-,-,-,-,-
para1311,-,a,-,5,-,-,-,e,-,-,-,-,n,-,-,o,-
urub1250,-,-,-,n,-,-,-,i,-,-,-,-,n,-,-,o,-
pari1258,-,-,-,7,-,-,-,a,-,-,-,-,-,-,-,u,-
tapi1254,-,-,-,h,-,-,-,a,-,-,-,-,m,-,-,-,-
awet1244,-,o,-,7,-,-,-,a,p,a,r,e,y,-,-,u,-
sate1243,t,a,-,7,-,-,t,a,-,-,-,-,t,-,-,u,N
karo1305,m,o,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-
puru1264,b,o,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-
gavi1246,-,a,-,7,a,a,a,a,-,-,-,-,t,-,-,-,-
zoro1244,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-
arua1261,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-
suru1262,-,a,-,-,-,-,-,a,-,a,-,-,t,-,-,a,-
kari1311,n,e,-,N,-,-,-,a,-,-,-,-,-,-,-,-,-
juru1256,p,3,-,S,-,-,-,3,-,-,-,-,h,u,-,u,-
xipa1240,-,-,-,S,-,-,-,i,-,-,-,-,k,u,r,u,-
