language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
tupa1250,-,s,-,i,-,-,7,-,a,-
wayo1238,o,p,-,i,-,-,-,-,a,-
saki1248,o,p,-,i,-,-,s,-,a,-
maku1278,-,p,-,i,-,-,-,-,a,7
kuru1309,-,b,-,i,-,-,-,-,a,-
mund1330,-,y,-,o,-,p,s,-,a,-
para1311,-,p,-,3,-,-,7,-,a,-
urub1250,i,p,-,3,-,-,7,-,a,-
pari1258,-,p,-,3,-,-,7,-,a,-
tapi1254,-,m,-,3,-,-,h,-,a,-
awet1244,-,p,-,e,-,-,r,-,e,-
sate1243,i,p,-,3,-,-,7,-,a,-
karo1305,i,p,-,i,i,a,7,-,a,7
puru1264,m,b,-,i,-,-,-,-,a,-
puru1264,-,b,-,i,-,-,-,-,a,-
gavi1246,t,s,a,a,-,-,-,-,a,-
zoro1244,-,s,-,-,-,-,-,-,a,-
arua1261,t,s,-,-,-,-,-,-,a,-
sala1273,-,s,a,a,-,-,7,-,a,-
suru1262,-,s,-,-,-,-,-,-,a,-
kari1311,-,k,-,3,-,-,r,-,3,-
juru1256,-,b,-,3,-,-,7,a,a,-
xipa1240,-,b,-,3,-,-,-,-,a,-
