language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
tupa1250,-,k,-,o,p,k,-,-,-,-,-,a,p,-,-,-
wayo1238,a,g,-,o,p,k,-,-,-,-,-,a,p,-,-,-
akun1241,-,-,-,o,-,t,-,-,-,-,-,a,t,-,-,-
saki1248,-,-,-,o,-,t,-,-,-,-,-,a,t,p,o,k
maku1278,-,-,-,u,y,t,-,S,-,-,-,a,t,-,-,-
mund1330,-,-,-,-,-,d,a,S,a,-,-,a,-,-,-,-
para1311,-,-,-,-,-,t,-,-,-,-,-,a,t,-,a,-
urub1250,-,-,-,-,-,t,-,-,-,-,-,a,t,-,a,-
tapi1254,-,-,-,-,-,-,-,-,-,-,-,a,t,-,a,-
awet1244,-,-,-,-,-,7,-,-,-,-,-,a,p,-,o,-
sate1243,-,-,-,-,-,-,-,-,-,-,-,a,r,y,a,-
karo1305,-,-,-,-,-,T,a,-,a,n,n,a,7,-,-,-
puru1264,-,-,-,-,-,d,a,b,3,-,-,-,k,-,-,-
puru1264,-,-,-,-,-,-,-,b,o,-,-,-,k,-,-,-
arua1261,-,-,-,-,-,k,-,-,a,-,-,a,y,-,-,-
gavi1246,-,p,o,o,-,k,a,a,a,-,-,a,y,-,-,-
suru1262,-,m,o,o,-,k,a,a,a,-,-,a,y,-,-,-
kari1311,-,-,-,i,-,s,-,-,-,-,-,o,-,-,-,-
juru1256,-,-,-,-,-,-,-,-,-,-,-,a,S,i,i,-
