language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
tupa1250,-,a,r,-,-,a,m,i,-,r,-,-,a,-
wayo1238,-,a,r,-,-,a,m,i,-,r,-,-,a,-
akun1241,-,a,r,-,-,a,m,i,-,r,-,-,a,-
saki1248,-,a,r,-,-,a,m,i,-,r,-,-,a,-
maku1278,-,a,r,-,-,a,p,i,-,y,-,-,a,-
mund1330,-,a,y,-,-,a,-,a,-,t,S,a,a,t
para1311,-,-,k,-,-,-,-,u,-,5,-,-,a,-
urub1250,-,-,k,-,-,-,-,u,-,y,-,-,a,-
tapi1254,-,-,k,-,-,-,-,o,t,y,-,-,3,-
awet1244,-,-,k,-,-,-,-,u,-,y,-,-,a,-
sate1243,-,-,h,a,r,3,p,o,r,i,-,-,a,-
karo1305,m,a,7,-,-,-,p,3,-,y,-,-,-,-
puru1264,p,a,k,-,-,-,-,o,-,y,-,-,a,-
arua1261,b,a,d,-,-,-,-,-,-,z,-,-,e,t
gavi1246,b,a,d,-,-,-,-,-,-,z,-,-,e,t
suru1262,b,a,a,-,-,-,-,-,-,L,-,-,e,t
kari1311,-,e,y,-,-,-,p,-,-,-,-,-,a,t
juru1256,-,i,-,-,-,i,-,i,d,Z,-,-,a,-
