language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
wayo1238,-,-,-,e,-,p,-,o,k,w,a,-,-,-,-,-,-,-,-
saki1248,k,o,-,e,-,-,-,-,k,-,a,-,-,-,-,-,-,-,-
maku1278,-,-,-,e,-,-,-,-,k,-,a,-,-,r,-,i,n,a,-
kuru1309,-,o,s,i,-,p,-,i,k,-,-,-,-,-,-,-,-,-,-
mund1330,-,-,-,-,-,p,i,i,k,-,-,-,-,-,-,-,-,-,-
mund1330,-,o,-,i,i,p,-,i,k,-,-,-,-,-,-,-,-,-,-
para1311,-,o,-,-,-,-,-,-,k,-,a,-,-,-,-,y,-,-,-
urub1250,-,u,-,-,-,-,-,-,k,-,a,-,-,-,-,y,-,-,-
pari1258,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,i,-,-,-
tapi1254,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-,y,-,-,-
awet1244,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,3,-
sate1243,-,-,-,-,-,-,-,-,-,-,a,-,-,r,e,w,-,u,k
karo1305,-,a,-,-,-,-,-,-,7,-,-,-,-,p,a,g,-,a,t
puru1264,b,a,-,-,-,-,-,-,k,-,i,b,i,p,a,-,-,-,-
gavi1246,-,-,-,-,-,-,-,-,k,-,a,-,a,a,a,y,-,-,-
zoro1244,-,-,-,-,-,-,-,-,k,-,a,-,a,a,a,y,-,-,-
arua1261,-,-,-,-,-,-,-,-,k,-,a,-,-,-,a,y,-,-,-
sala1273,-,-,-,-,-,-,-,-,k,-,a,-,-,-,a,y,-,-,-
suru1262,-,-,-,-,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-
kari1311,-,-,-,-,-,-,-,-,5,-,o,-,-,n,-,i,-,-,n
juru1256,-,-,-,-,-,-,-,-,t,S,u,-,-,S,-,i,-,-,-
xipa1240,-,-,-,-,-,-,-,-,t,-,u,-,-,S,-,i,-,-,-
