language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kelo1247,-,g,-,-,-,o,-,-,o,d,-
abui1241,-,h,-,-,-,u,-,-,o,r,-
teiw1235,-,w,a,n,t,a,-,-,a,r,-
kaer1234,-,g,-,-,-,o,-,-,o,d,-
nede1245,-,w,a,-,t,a,-,-,-,l,a
blag1240,-,-,-,-,-,-,-,-,o,d,a
lamm1241,-,-,-,-,k,u,m,m,a,r,-
wers1238,-,w,o,-,k,-,-,-,o,r,-
sawi1256,-,p,a,-,k,-,-,-,a,-,-
kama1365,t,f,-,-,-,-,-,-,a,-,-
