language,x1,x2,x3,x4,x5,x6,x7,x8,x9
kuii1254,s,-,-,e,-,-,-,i,-
kelo1247,h,-,-,-,-,-,-,i,-
abui1241,r,-,-,u,-,-,-,o,-
adan1251,h,-,-,i,-,-,-,u,-
teiw1235,s,-,-,-,-,a,X,a,-
kaer1234,s,-,-,i,-,a,q,-,-
nede1245,d,-,-,e,y,a,n,-,-
blag1240,h,-,-,-,-,a,N,i,-
lamm1241,s,-,-,u,-,a,k,e,-
wers1238,s,-,-,e,-,-,k,o,k
sawi1256,s,-,-,E,-,-,-,-,-
kama1365,s,u,b,e,-,-,-,-,-
