language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,-,-,m,-,-,a,-,-,-,l,o,t,a,-,-
kelo1247,-,-,m,-,-,3,-,-,-,l,o,t,-,-,-
abui1241,-,-,m,-,-,a,k,-,i,l,-,-,a,-,-
adan1251,7,E,m,-,-,-,-,-,-,-,-,-,E,-,-
teiw1235,-,-,-,-,-,a,-,-,-,n,-,-,a,7,-
kaer1234,-,-,-,u,g,a,-,-,-,m,-,-,-,-,-
nede1245,-,-,t,u,-,-,-,-,-,l,-,-,a,g,i
blag1240,-,-,-,-,-,-,-,-,-,l,-,-,u,N,-
lamm1241,-,-,k,a,-,s,-,-,-,s,-,-,a,-,-
wers1238,l,-,m,-,-,a,N,-,-,-,-,-,-,-,-
sawi1256,-,-,m,-,-,a,k,i,i,l,-,-,a,-,-
kama1365,-,-,f,-,-,a,-,-,-,r,a,t,a,-,-
