language,x1,x2,x3,x4,x5,x6,x7,x8,x9
kuii1254,-,-,-,t,-,-,a,-,-
kuii1254,-,-,-,t,-,-,a,-,-
kelo1247,-,-,-,t,o,-,o,-,-
abui1241,-,-,-,t,-,-,a,-,-
adan1251,-,-,-,m,o,p,o,-,-
teiw1235,u,n,-,t,-,-,i,7,-
kaer1234,-,-,-,t,e,-,e,-,-
nede1245,-,-,-,t,-,-,a,7,a
alor1249,-,-,-,t,i,-,a,-,-
blag1240,-,-,-,t,i,-,a,7,-
lamm1241,-,-,-,t,i,7,a,N,-
wers1238,-,n,e,t,a,-,i,-,-
sawi1256,-,g,a,t,-,-,e,-,-
kama1365,-,-,-,t,a,-,a,-,-
