language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kuii1254,-,t,o,w,a,-,b,-,-,-,-,a,-,-,s,i,n
kelo1247,-,-,-,g,a,d,y,-,-,-,-,a,-,-,r,-,-
abui1241,-,t,a,w,a,-,b,-,-,-,-,a,-,-,k,-,-
adan1251,a,r,o,w,a,-,h,-,-,-,-,a,-,-,-,-,-
teiw1235,-,g,-,-,a,-,-,-,-,-,-,a,-,-,w,-,-
kaer1234,-,t,-,u,a,-,s,o,m,o,-,i,-,-,-,-,-
nede1245,-,g,a,w,a,-,l,-,-,-,-,a,-,-,-,-,-
alor1249,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-
blag1240,-,t,3,v,a,-,-,-,-,-,-,-,-,-,-,-,-
lamm1241,-,n,a,w,a,-,r,-,-,-,-,-,-,-,-,-,-
wers1238,-,n,e,w,a,-,k,-,-,-,-,a,-,-,t,-,-
sawi1256,-,-,-,w,a,-,k,o,-,o,y,a,-,-,-,-,-
kama1365,-,-,-,w,a,-,-,-,-,-,-,a,b,u,k,-,-
