language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
adan1251,-,a,d,o,-,7,-,o,-,-,-,-
kelo1247,-,g,r,u,-,-,-,u,m,-,-,-
abui1241,h,a,s,u,-,-,-,o,N,r,a,-
teiw1235,-,-,d,u,-,m,-,a,r,-,-,-
kaer1234,g,3,t,o,-,b,-,u,N,-,-,-
nede1245,-,-,d,o,-,b,-,a,-,-,-,-
blag1240,-,-,t,o,-,b,-,a,N,-,-,-
lamm1241,-,-,t,u,m,b,-,u,-,-,-,-
wers1238,-,-,g,-,-,b,-,o,k,-,-,-
sawi1256,-,-,g,a,-,b,o,o,k,-,a,-
kama1365,-,-,s,-,-,-,o,o,r,-,a,n
