language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
adan1251,-,-,-,-,-,-,a,-,-,-,b,-,E,-,-,t,i,-,-,-,-
kelo1247,-,-,-,-,-,-,-,-,-,-,d,g,e,-,-,t,-,-,-,-,-
abui1241,k,a,7,f,a,t,a,-,-,-,b,-,a,-,-,t,a,-,-,-,-
teiw1235,g,-,-,-,-,-,a,7,a,n,p,-,a,7,a,s,-,-,-,-,-
kaer1234,-,-,-,-,-,-,-,-,-,-,p,-,a,-,a,s,-,-,-,-,-
nede1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,i,d,d,a,N
blag1240,-,-,-,-,-,-,a,-,-,-,b,-,a,-,-,l,i,-,r,a,-
lamm1241,-,-,-,-,-,-,-,-,-,-,p,-,a,r,i,s,i,-,-,-,-
wers1238,g,-,-,-,-,-,a,-,-,-,b,-,a,-,-,s,e,-,r,i,-
sawi1256,-,-,-,-,-,-,-,-,-,-,b,a,a,-,-,s,a,-,r,a,-
kama1365,k,-,-,-,-,-,a,-,-,-,p,-,a,-,-,-,a,-,t,a,-
