language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,m,-,-,-,-,a,a,k,-,a,-,-,n,-
kelo1247,m,-,-,-,-,u,u,k,-,-,-,-,-,-
abui1241,d,-,-,-,-,a,-,k,-,u,-,-,N,-
adan1251,-,-,-,-,-,-,-,k,-,a,r,o,7,o
teiw1235,b,-,l,-,-,a,-,q,-,a,-,-,s,-
kaer1234,q,-,-,-,-,a,-,-,-,a,-,-,s,i
nede1245,b,-,l,-,-,a,-,q,q,a,-,-,s,-
blag1240,k,3,r,i,t,a,-,k,-,-,-,-,-,-
lamm1241,-,-,-,-,-,a,-,n,-,a,-,-,-,-
wers1238,m,-,-,-,-,a,-,k,-,a,-,-,N,-
sawi1256,m,-,-,-,-,a,-,k,-,a,-,-,N,-
kama1365,-,-,-,-,-,-,-,t,-,i,-,-,n,i
