language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,-,-,-,m,-,e,-,-,-,-,-,-,i,-,-
kelo1247,o,k,3,n,-,E,-,-,-,-,-,-,-,-,-
abui1241,-,-,-,m,-,a,d,-,Z,-,-,-,u,-,o
adan1251,o,-,-,b,-,o,-,-,-,-,-,-,7,-,-
teiw1235,-,-,-,-,-,e,-,-,q,-,-,-,a,-,r
kaer1234,u,-,-,m,-,o,-,-,q,w,a,-,a,-,l
nede1245,-,-,-,-,-,a,l,a,q,-,a,m,a,-,-
blag1240,-,-,-,-,-,d,-,-,Z,-,a,-,u,-,l
lamm1241,-,-,-,-,-,e,-,-,-,-,-,-,u,-,-
wers1238,-,-,-,m,-,e,-,-,-,-,-,-,i,-,-
sawi1256,-,-,-,y,a,a,l,-,-,-,-,-,a,r,a
kama1365,-,-,-,m,-,a,l,-,-,-,-,-,-,-,e
