language,x1,x2,x3,x4,x5,x6,x7,x8,x9
adan1251,-,-,-,-,-,b,a,n,a
kelo1247,-,-,-,k,3,w,i,l,-
abui1241,-,-,-,k,u,p,e,-,-
teiw1235,-,-,-,t,-,-,i,7,-
kaer1234,-,-,-,t,-,-,e,-,-
nede1245,-,-,-,t,-,-,o,-,-
blag1240,-,n,3,v,-,-,e,l,-
lamm1241,-,-,a,l,-,-,e,-,-
wers1238,-,-,-,s,-,-,e,r,i
sawi1256,i,k,u,y,-,-,i,l,a
kama1365,-,-,-,s,-,-,a,k,-
