language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kuii1254,-,-,-,t,-,e,n,-,-,-,-,-,-,-,-,-,-
kelo1247,-,-,-,g,E,E,n,-,-,-,-,-,-,-,-,-,-
abui1241,-,-,-,t,i,e,N,-,b,-,-,i,-,k,-,-,a
adan1251,-,-,-,7,-,E,N,-,w,a,-,i,-,-,-,-,-
teiw1235,-,-,-,t,-,e,t,-,b,a,-,a,-,g,-,-,-
kaer1234,-,-,-,t,e,e,t,g,w,-,-,a,-,q,-,-,-
nede1245,g,a,-,t,-,a,-,-,b,-,-,a,-,g,-,-,a
blag1240,-,-,-,t,-,e,N,-,-,-,-,-,-,k,u,l,u
lamm1241,n,a,i,t,-,i,-,-,-,-,-,-,-,-,-,-,-
wers1238,-,-,-,-,-,-,n,-,-,i,n,i,r,k,-,-,o
sawi1256,-,-,-,g,-,a,n,-,-,i,-,i,r,-,-,-,i
kama1365,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-
