language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
adan1251,-,-,-,-,-,a,-,-,-,m,-,i,n,-,-,i,7,-,-
kelo1247,-,-,g,-,-,3,-,-,-,b,-,-,-,-,-,E,r,-,-
abui1241,-,-,f,-,-,a,-,-,-,h,-,e,-,-,-,-,N,-,-
teiw1235,-,-,g,-,-,a,-,-,-,f,-,-,-,-,-,a,r,-,-
kaer1234,-,-,g,-,-,a,-,-,-,b,-,-,-,-,-,a,r,-,-
nede1245,-,-,g,-,-,a,-,-,-,f,-,-,-,-,-,a,l,-,a
blag1240,t,e,N,m,e,a,-,-,N,m,-,i,n,-,-,a,-,-,-
lamm1241,-,-,g,-,-,a,d,d,i,h,-,-,-,-,-,i,n,n,a
wers1238,-,-,g,-,-,e,-,-,-,p,a,i,g,a,p,a,N,-,-
sawi1256,-,-,g,-,-,a,-,-,-,p,-,i,g,a,r,a,m,m,u
kama1365,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,a,n,-,-
