language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,-,-,-,-,-,-,-,i,-,-,k,-,a,-,-
kelo1247,-,-,-,u,l,-,-,i,-,-,k,-,-,-,-
abui1241,-,-,-,-,h,-,-,e,n,a,h,-,a,-,-
adan1251,n,o,7,u,d,-,-,i,-,-,N,l,o,t,i
teiw1235,g,-,-,3,7,-,-,i,-,-,k,-,-,-,-
kaer1234,n,-,-,e,d,-,-,i,-,-,k,-,-,-,-
nede1245,n,-,-,e,y,w,e,i,-,-,-,-,-,-,-
blag1240,n,-,-,e,-,-,-,-,-,-,k,-,a,-,w
lamm1241,n,-,-,i,-,-,-,a,-,-,k,-,-,-,u
wers1238,-,-,-,-,n,-,-,e,-,-,k,-,a,k,u
sawi1256,-,-,-,-,-,-,-,-,-,-,k,a,a,k,u
kama1365,-,-,-,i,d,-,-,i,-,-,k,-,a,-,-
