language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kuii1254,-,-,-,-,-,-,d,-,-,o,-,-,-,-,-,-,l
kelo1247,-,-,-,-,-,-,d,-,-,o,-,-,-,-,-,-,l
abui1241,b,u,k,u,w,a,t,i,k,a,-,-,-,-,-,-,-
teiw1235,m,u,-,-,-,-,-,-,u,g,-,-,-,-,-,-,-
kaer1234,b,u,-,-,-,-,k,-,u,u,-,-,-,-,-,-,-
nede1245,m,a,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-
blag1240,p,o,-,-,-,n,d,-,-,o,-,-,-,-,-,-,-
lamm1241,k,u,-,-,-,-,k,-,k,a,-,-,-,-,-,-,-
wers1238,-,a,-,-,-,-,t,-,-,o,k,u,b,u,b,u,N
sawi1256,p,o,-,-,-,t,t,-,-,a,-,-,-,-,-,-,-
kama1365,b,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k
