language,x1,x2,x3,x4,x5,x6,x7,x8
kuii1254,-,-,d,u,-,-,u,p
kelo1247,m,o,d,o,-,-,i,h
abui1241,m,a,r,-,-,-,e,k
adan1251,-,-,d,u,t,-,u,7
teiw1235,-,-,p,u,7,-,-,-
kaer1234,-,-,t,u,b,-,o,-
nede1245,-,-,d,u,m,-,a,-
blag1240,k,3,n,u,m,-,u,-
lamm1241,-,-,p,u,7,-,u,N
wers1238,m,u,d,u,l,-,i,-
sawi1256,-,-,g,a,n,e,e,-
kama1365,m,-,-,-,-,-,a,k
