language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
adan1251,-,7,a,-,-,l,-,-,-,-,-,-,-,E,N,-,-,-
kelo1247,n,w,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-
abui1241,-,b,a,-,-,l,-,-,a,-,b,-,-,a,l,-,a,-
teiw1235,-,b,a,-,-,-,-,-,-,-,-,-,-,-,N,k,o,w
kaer1234,-,k,a,k,a,r,-,-,-,-,-,-,-,a,N,-,a,-
nede1245,-,q,a,X,-,-,-,-,-,-,-,-,-,a,v,-,a,-
blag1240,-,k,3,-,-,r,-,-,-,-,-,-,-,a,N,-,a,-
lamm1241,-,k,a,-,-,r,-,l,a,b,b,-,-,a,N,-,-,-
wers1238,-,t,a,-,-,N,-,k,a,-,b,e,b,e,r,-,-,-
sawi1256,-,t,a,-,-,N,-,k,i,-,b,e,-,a,N,-,-,-
kama1365,-,k,a,-,-,r,o,k,a,-,-,-,-,a,-,-,-,-
