language,x1,x2,x3,x4,x5,x6,x7,x8,x9
kuii1254,-,-,-,u,-,-,p,-,-
kelo1247,-,-,-,i,-,-,h,-,-
abui1241,-,-,-,i,-,-,t,-,i
adan1251,p,-,-,i,-,-,r,-,i
teiw1235,g,e,y,i,-,-,s,-,-
kaer1234,t,e,i,i,-,-,s,-,i
nede1245,-,-,-,i,-,t,S,-,i
alor1249,-,-,-,i,-,-,s,-,-
blag1240,t,-,-,e,-,-,h,-,i
lamm1241,h,-,-,i,-,-,s,s,a
wers1238,b,o,N,i,k,o,7,-,-
sawi1256,g,-,-,i,-,-,s,-,i
kama1365,-,-,-,u,-,-,h,-,-
