language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
adan1251,7,-,-,-,u,m,-,-,-,-,-,-,-,-,-,i,-,-
kelo1247,-,-,-,-,-,m,-,-,-,-,-,-,-,l,-,e,N,-
abui1241,-,-,-,-,-,t,-,-,-,-,u,w,o,l,-,a,-,-
teiw1235,-,-,-,-,-,m,-,-,-,-,i,-,-,y,a,a,g,-
kaer1234,-,-,-,-,-,m,-,-,-,-,i,-,-,y,-,a,g,-
nede1245,-,-,-,-,-,m,-,-,-,-,i,-,-,y,-,a,g,i
blag1240,-,-,-,-,-,m,-,-,-,-,a,-,-,l,-,e,N,-
lamm1241,-,-,-,-,-,w,-,a,d,d,i,-,-,p,-,a,N,-
wers1238,-,-,-,-,-,m,-,-,l,-,e,-,n,y,-,a,-,-
sawi1256,-,-,-,-,a,p,a,a,l,-,i,-,-,-,-,-,-,-
kama1365,t,u,n,s,a,m,-,-,-,-,-,-,-,-,-,a,-,-
