language,x1,x2,x3,x4,x5,x6,x7,x8
kuii1254,n,o,k,a,-,-,-,-
kelo1247,n,o,k,-,-,-,-,-
abui1241,-,-,k,a,-,-,N,-
adan1251,n,o,7,o,-,-,-,-
teiw1235,-,-,q,a,-,-,w,-
kaer1234,-,-,X,o,-,-,w,o
nede1245,-,-,q,a,-,-,w,a
blag1240,-,-,-,a,-,-,u,N
lamm1241,-,-,-,a,k,k,u,-
wers1238,-,-,k,a,-,-,N,-
sawi1256,-,-,k,a,-,a,N,-
kama1365,-,-,k,a,-,-,N,-
