language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
adan1251,-,-,-,-,-,t,a,-,-,-,-,-,l,-,a,N,-
kelo1247,-,-,-,-,-,t,3,-,-,-,-,-,l,-,o,n,-
abui1241,-,-,-,-,-,t,a,-,-,7,-,-,l,-,a,m,a
teiw1235,-,-,-,-,-,t,i,-,-,a,-,-,-,-,a,m,-
kaer1234,-,-,-,-,-,t,i,-,-,-,-,-,-,-,a,m,-
nede1245,-,-,-,-,-,t,i,-,-,-,-,-,-,-,a,m,a
blag1240,-,-,-,-,-,t,-,-,-,a,-,-,l,-,i,N,-
lamm1241,-,-,-,-,-,h,i,s,n,a,-,-,k,k,u,N,-
wers1238,-,-,-,w,e,t,i,-,-,N,-,-,n,-,u,N,-
sawi1256,y,o,o,y,-,-,i,-,-,N,s,u,n,-,o,-,-
kama1365,-,-,-,-,i,s,i,-,-,N,-,-,n,-,o,k,-
