language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
adan1251,-,-,-,-,-,m,a,-,l,-,E,h,i,-,-,N
kelo1247,-,-,-,-,-,-,e,-,l,-,e,-,-,-,-,N
abui1241,-,-,-,-,-,m,i,-,r,-,a,-,i,-,-,-
teiw1235,-,-,-,-,-,n,a,-,n,t,i,y,a,-,-,q
kaer1234,-,-,-,-,-,b,i,-,l,-,i,b,a,-,-,i
nede1245,-,-,-,-,-,h,i,l,l,-,i,-,-,-,-,N
blag1240,t,a,w,a,n,m,3,-,n,-,a,p,a,-,-,l
lamm1241,t,a,s,-,-,m,a,s,-,-,-,s,a,-,-,-
wers1238,t,a,-,-,-,m,-,-,-,-,-,s,i,-,-,N
sawi1256,-,-,-,-,-,m,a,-,-,-,-,s,i,-,-,n
kama1365,-,-,-,-,-,m,a,-,-,-,-,-,i,t,a,N
