language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kuii1254,y,-,e,r,m,-,a,-,-,-,-,n,-,-,-,e,m,a
abui1241,k,-,-,-,-,-,a,f,i,s,i,N,-,-,-,-,-,-
adan1251,p,-,-,-,-,-,a,-,-,l,a,N,-,-,-,-,-,-
teiw1235,g,-,a,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-
kaer1234,k,-,u,s,b,-,a,-,-,-,-,n,-,-,-,i,-,-
nede1245,-,-,-,-,m,-,a,-,-,-,-,n,-,-,-,u,-,-
blag1240,-,-,-,-,m,-,3,-,-,-,-,n,a,-,-,w,-,-
lamm1241,-,-,-,-,-,-,a,-,i,-,-,n,a,s,s,i,-,-
wers1238,p,u,i,-,m,n,u,-,-,m,i,N,-,-,-,-,-,-
kama1365,b,-,i,-,-,l,a,-,-,b,i,l,a,-,-,-,-,-
