language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kuii1254,-,-,-,-,g,u,-,r,-,-,-,-,-,-,-,-
kelo1247,-,-,-,-,m,3,-,l,-,-,-,-,-,E,i,-
abui1241,-,-,-,-,m,a,i,d,-,-,-,-,-,Z,a,-
teiw1235,u,y,g,u,s,o,y,g,u,s,o,y,w,a,a,l
kaer1234,-,-,d,-,Z,o,N,g,o,s,-,-,-,-,-,-
nede1245,-,-,w,a,7,a,n,g,i,t,-,-,i,t,i,-
blag1240,-,-,-,o,h,o,-,g,-,-,-,-,-,a,i,N
lamm1241,-,-,-,-,k,o,-,l,-,-,-,-,-,-,a,-
wers1238,-,-,-,-,m,e,-,l,-,-,-,-,-,a,i,-
sawi1256,-,-,g,a,m,a,d,d,-,-,-,-,-,-,u,-
kama1365,-,-,-,-,m,a,-,-,-,-,-,-,-,a,i,-
