language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,t,a,-,-,-,-,-,-,-,b,u,r,i,n,-
kelo1247,t,E,-,-,-,-,-,-,-,-,-,-,i,t,S
abui1241,t,a,-,-,-,-,-,-,-,l,-,-,u,k,-
adan1251,s,a,r,i,N,-,-,-,-,b,-,-,i,n,i
teiw1235,t,3,-,-,-,-,-,-,-,f,e,-,o,-,-
kaer1234,t,a,-,-,-,-,-,-,-,b,a,y,u,N,-
nede1245,p,a,-,-,k,-,-,-,-,k,-,-,i,-,-
blag1240,t,o,-,-,-,-,-,-,-,t,-,-,a,-,-
lamm1241,t,a,-,-,k,-,-,-,-,k,-,-,a,N,-
wers1238,t,a,-,-,k,-,-,-,a,w,-,-,a,i,-
sawi1256,t,a,-,-,k,i,t,a,a,k,-,-,a,-,-
kama1365,t,a,-,-,-,-,-,-,a,k,-,-,a,-,-
