language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,-,-,d,-,-,-,-,-,-,-,a,r,-,-,-
kelo1247,-,i,l,-,-,-,p,3,-,n,E,n,-,-,-
abui1241,-,-,d,Z,a,i,w,e,-,t,a,N,-,a,-
adan1251,-,-,d,-,-,-,-,-,-,-,a,l,-,a,-
teiw1235,-,-,d,-,-,-,-,a,-,-,a,r,-,-,-
kaer1234,-,-,g,-,e,-,m,e,-,-,e,l,-,o,-
nede1245,-,-,p,-,-,-,-,a,n,t,u,N,-,-,-
alor1249,-,-,d,-,-,-,-,-,-,-,a,r,-,-,-
blag1240,-,-,d,-,-,-,-,-,-,-,a,r,h,o,y
lamm1241,-,-,d,-,-,-,-,-,-,-,a,l,-,i,-
wers1238,-,-,d,-,-,-,-,-,-,-,-,r,-,a,-
sawi1256,-,-,d,-,-,-,-,-,-,-,a,r,-,a,-
kama1365,p,i,l,-,-,-,-,-,-,-,a,n,-,-,-
