language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
adan1251,-,s,-,e,-,-,7,b,u,r
kelo1247,-,-,-,E,g,E,7,-,-,-
abui1241,-,s,-,a,f,o,k,-,o,-
teiw1235,-,y,-,i,-,-,t,-,a,r
kaer1234,d,Z,-,u,-,-,g,-,u,t
nede1245,-,y,i,i,-,-,y,-,a,-
blag1240,-,v,-,i,-,-,-,-,a,-
lamm1241,-,y,-,-,-,-,-,-,a,-
wers1238,-,y,-,e,-,-,l,-,e,-
sawi1256,-,l,-,u,-,-,r,-,a,N
kama1365,-,g,-,e,-,-,-,-,e,i
