language,x1,x2,x3,x4,x5,x6
kuii1254,n,a,-,w,o,l
kelo1247,m,o,-,g,o,l
abui1241,m,o,-,s,a,-
adan1251,m,o,-,7,o,i
teiw1235,m,o,-,X,o,i
kaer1234,m,o,-,g,o,i
nede1245,m,-,-,-,a,y
alor1249,m,o,-,g,o,l
blag1240,m,o,-,-,o,l
lamm1241,m,a,g,g,-,i
wers1238,m,u,-,l,u,l
sawi1256,m,a,-,k,o,-
kama1365,m,o,-,-,o,i
