language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
kuii1254,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,r
kelo1247,-,-,p,-,-,-,e,-,-,-,-,d,e,-,N,k,-,-,u,p
abui1241,-,-,p,-,-,-,a,-,-,-,-,d,a,-,N,h,u,w,o,r
teiw1235,-,-,b,-,-,-,a,h,7,h,i,t,-,-,-,-,-,-,-,-
kaer1234,-,-,g,-,-,-,e,-,-,-,-,d,e,-,N,-,-,-,a,r
nede1245,t,u,f,i,g,e,e,-,-,-,-,t,-,-,-,-,-,-,a,-
blag1240,-,-,-,-,-,-,o,-,-,-,-,d,-,-,-,-,-,-,a,-
lamm1241,-,-,-,-,-,-,-,-,-,-,-,t,a,g,g,-,-,-,a,N
wers1238,-,-,w,-,-,-,o,-,-,-,-,d,-,-,-,-,-,-,o,-
kama1365,-,-,w,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,a,-
