language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,b,-,-,a,g,-,-,-,u,r,-,a,-,-
kelo1247,b,u,b,u,g,-,-,-,o,r,-,-,-,-
abui1241,-,-,-,a,d,e,7,s,a,n,-,i,-,-
adan1251,b,-,-,a,7,-,-,-,o,-,-,i,-,-
teiw1235,b,-,-,a,X,-,-,-,a,r,-,i,-,-
kaer1234,b,-,-,a,g,-,-,-,a,r,-,i,-,-
nede1245,b,-,-,a,X,-,-,-,o,r,-,i,-,-
blag1240,b,-,-,-,-,-,-,-,o,r,-,i,-,-
lamm1241,b,-,-,u,g,-,-,-,-,g,-,a,-,-
wers1238,m,-,-,e,-,-,-,-,-,r,-,o,k,-
sawi1256,m,-,-,a,-,-,-,-,-,r,e,e,k,a
kama1365,m,-,-,a,-,-,-,-,-,l,-,e,t,a
