language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,-,-,-,t,a,-,m,-,e,-,-,-,n,-
kelo1247,-,-,-,-,-,-,-,-,e,-,d,o,n,-
abui1241,-,-,-,-,-,-,m,i,e,-,l,a,N,-
adan1251,-,-,-,-,-,-,b,-,a,-,r,u,t,S
teiw1235,-,a,-,r,-,-,-,-,a,-,-,-,r,-
kaer1234,-,-,-,r,-,-,-,-,e,-,-,-,X,o
nede1245,-,-,-,t,-,-,-,-,e,-,-,-,7,i
blag1240,-,-,-,d,-,-,-,-,a,-,-,-,d,i
lamm1241,h,u,n,d,-,-,-,-,a,-,-,-,r,-
wers1238,-,-,-,n,a,u,m,-,e,-,-,-,N,-
sawi1256,-,-,-,g,a,-,m,-,i,i,l,a,N,-
kama1365,-,-,-,-,-,-,b,-,i,e,-,e,-,-
