language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,-,k,-,-,-,-,-,i,-,-,-,n,-,-
kelo1247,i,k,-,-,-,-,-,i,-,-,-,n,-,-
abui1241,-,k,-,-,u,-,-,i,-,-,-,m,a,-
adan1251,-,7,-,-,-,-,-,i,-,-,-,n,-,-
teiw1235,-,k,-,-,i,-,-,i,-,-,-,n,-,-
kaer1234,-,k,-,-,-,-,-,i,-,-,-,N,-,-
nede1245,-,k,-,-,-,-,-,i,m,b,a,l,u,-
blag1240,-,k,-,-,-,-,-,i,-,-,-,n,i,t
lamm1241,-,h,-,-,i,s,s,i,-,-,-,N,-,-
wers1238,-,k,u,b,-,-,-,u,-,-,-,N,-,-
sawi1256,-,k,a,w,e,-,-,e,-,-,-,N,-,-
kama1365,-,-,a,f,i,s,-,i,-,-,-,N,-,-
