language,x1,x2,x3,x4,x5,x6
adan1251,a,b,o,w,o,7
kelo1247,-,b,-,-,a,h
abui1241,-,m,e,r,a,N
teiw1235,-,k,u,t,a,n
kaer1234,-,y,i,l,i,N
nede1245,-,k,u,t,a,-
blag1240,-,b,i,l,a,N
lamm1241,-,-,i,l,a,N
wers1238,-,k,u,r,-,-
sawi1256,-,k,a,r,u,-
kama1365,-,b,o,-,o,-
