language,x1,x2,x3,x4,x5,x6,x7,x8,x9
adan1251,7,a,h,a,n,y,-,-,-
kelo1247,w,i,-,-,-,i,r,-,-
abui1241,f,-,-,e,-,-,l,-,-
teiw1235,k,i,-,i,-,-,d,-,-
kaer1234,b,a,-,a,-,-,g,o,-
nede1245,k,i,-,a,-,-,r,u,-
blag1240,b,-,-,-,-,-,-,o,w
lamm1241,h,-,-,a,l,-,l,i,-
wers1238,k,o,-,-,-,-,-,o,-
sawi1256,k,i,-,i,-,-,r,i,-
kama1365,t,a,n,e,-,-,-,i,-
