language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kuii1254,m,-,-,-,a,-,g,-,-,-,-,i,-,-,-
kelo1247,m,-,-,-,3,-,g,-,-,-,-,i,-,h,-
abui1241,m,-,-,-,a,-,h,-,-,-,-,i,-,a,-
adan1251,7,-,-,-,a,-,l,-,-,-,-,E,p,E,N
teiw1235,w,u,r,-,a,-,q,-,-,-,-,-,-,-,-
kaer1234,w,a,-,-,a,-,t,-,-,-,-,i,-,-,-
nede1245,w,-,-,-,a,t,t,-,-,-,-,i,-,-,-
blag1240,v,-,-,-,e,-,N,-,m,-,-,e,-,-,-
lamm1241,h,a,l,o,a,-,p,-,-,-,-,i,-,-,-
wers1238,-,-,-,-,-,-,l,e,w,o,s,i,-,-,-
sawi1256,m,-,-,-,a,-,y,i,-,-,-,i,-,-,N
kama1365,m,-,-,-,a,-,-,-,-,-,-,i,-,-,-
